class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
SOS,0.6597633957862854,0.9886394143104553,4.275412663901079e-07,0.5926447510719299,0.9625834822654724,-0.042311809957027435,0.5428565740585327,0.9014496803283691,-0.07247043401002884,0.5041067600250244,0.8401153683662415,-0.09778852760791779,0.46205687522888184,0.7921592593193054,-0.12407929450273514,0.6135891079902649,0.7761849164962769,-0.05977443978190422,0.5894707441329956,0.6780899167060852,-0.09338758140802383,0.5717377066612244,0.6096569299697876,-0.11949954181909561,0.5580493211746216,0.5500608682632446,-0.13804841041564941,0.6667156219482422,0.7623752355575562,-0.059970397502183914,0.6647863388061523,0.6446712017059326,-0.08819181472063065,0.6597431302070618,0.5642975568771362,-0.11034878343343735,0.6572290062904358,0.4956304132938385,-0.12631171941757202,0.7153273820877075,0.7772709727287292,-0.06365110725164413,0.7297915816307068,0.6661791801452637,-0.09158914536237717,0.7349255681037903,0.5939461588859558,-0.11058986186981201,0.7394765019416809,0.5314866304397583,-0.12327136099338531,0.7592130303382874,0.8117784857749939,-0.07023753225803375,0.7930260300636292,0.7361409068107605,-0.09479618072509766,0.8111887574195862,0.6846448183059692,-0.10586714744567871,0.8240534663200378,0.6363568305969238,-0.11244797706604004
SOS,0.6634247303009033,0.9318482875823975,5.699485541299509e-07,0.588070273399353,0.861756443977356,-0.026668792590498924,0.5317533612251282,0.7727547287940979,-0.0418141633272171,0.4910810887813568,0.7009721398353577,-0.05577390640974045,0.4478600025177002,0.6535986661911011,-0.06928311288356781,0.5956339836120605,0.6386613249778748,-0.009668263606727123,0.5720387101173401,0.5459703207015991,-0.028291916474699974,0.5574185848236084,0.4775484502315521,-0.05077988654375076,0.5458127856254578,0.4140068292617798,-0.06890832632780075,0.6497809290885925,0.6249983906745911,-0.014493521302938461,0.6463456153869629,0.5273292064666748,-0.026714719831943512,0.6438368558883667,0.45792707800865173,-0.0458521842956543,0.6424456834793091,0.3932563364505768,-0.06135483831167221,0.7000094056129456,0.6378775835037231,-0.02405138686299324,0.7102943658828735,0.5453140735626221,-0.0393017940223217,0.7154339551925659,0.47707149386405945,-0.05512458458542824,0.7176831364631653,0.4129619300365448,-0.0673203393816948,0.7475497722625732,0.6756979823112488,-0.03653125464916229,0.7784602046012878,0.6047062873840332,-0.05095453932881355,0.7963902950286865,0.5525051951408386,-0.05725227668881416,0.8104323148727417,0.5004755258560181,-0.061279382556676865
SOS,0.6553186178207397,0.8626469969749451,5.972269150333887e-07,0.5751602053642273,0.8057649731636047,-0.030461763963103294,0.5202576518058777,0.7206295728683472,-0.04760483279824257,0.4789966344833374,0.6496896147727966,-0.0630299374461174,0.43442219495773315,0.6004906296730042,-0.07880870252847672,0.5837416648864746,0.579008936882019,-0.019253525882959366,0.5568252205848694,0.4735768437385559,-0.042060792446136475,0.5400117635726929,0.40237393975257874,-0.06429006904363632,0.5291741490364075,0.3408406376838684,-0.08136555552482605,0.6380208134651184,0.5656358003616333,-0.02447362057864666,0.6287789344787598,0.44904273748397827,-0.04270019009709358,0.6222260594367981,0.3720720708370209,-0.06308078020811081,0.6183009147644043,0.3066108524799347,-0.07861766219139099,0.6872512102127075,0.5804527401924133,-0.034842025488615036,0.6980757117271423,0.47162848711013794,-0.05774208530783653,0.7020158767700195,0.39638426899909973,-0.07688258588314056,0.7032355666160583,0.3288160264492035,-0.0906488373875618,0.7334821224212646,0.618757963180542,-0.04777137562632561,0.764324426651001,0.5445065498352051,-0.06930524110794067,0.7815598249435425,0.49196726083755493,-0.07910270243883133,0.7939057946205139,0.4398283362388611,-0.08559558540582657
SOS,0.6426610946655273,0.8108590245246887,5.846536623721477e-07,0.5629527568817139,0.7729853391647339,-0.03495236113667488,0.5055018663406372,0.6867173910140991,-0.052515290677547455,0.4662240743637085,0.6112440228462219,-0.0671079158782959,0.42063719034194946,0.5666008591651917,-0.0820653885602951,0.5697778463363647,0.5383443236351013,-0.02861548401415348,0.5425320863723755,0.43161314725875854,-0.05018073320388794,0.5272525548934937,0.36312809586524963,-0.06933683156967163,0.5174996256828308,0.30394670367240906,-0.08481335639953613,0.6245046854019165,0.5261176228523254,-0.03125067427754402,0.6178388595581055,0.4002804160118103,-0.04986152797937393,0.6162322759628296,0.32162612676620483,-0.06884539872407913,0.6168837547302246,0.2565998136997223,-0.08371806889772415,0.6742709875106812,0.5433084964752197,-0.0387524738907814,0.6869603991508484,0.42988121509552,-0.06353899091482162,0.6925041675567627,0.3567473590373993,-0.08308074623346329,0.6952612400054932,0.2917637526988983,-0.09706998616456985,0.7217488288879395,0.5818595290184021,-0.048998765647411346,0.7551594972610474,0.5083316564559937,-0.0738697275519371,0.7731513381004333,0.45549654960632324,-0.0868569016456604,0.7849200963973999,0.4032520353794098,-0.09570443630218506
SOS,0.6272984743118286,0.801662802696228,5.177911361897714e-07,0.546639084815979,0.7619232535362244,-0.03410068154335022,0.48631489276885986,0.6795403361320496,-0.05171438679099083,0.4460700750350952,0.6096656322479248,-0.06666424125432968,0.403081476688385,0.5640252828598022,-0.08204875141382217,0.5458319187164307,0.5359821915626526,-0.0314592607319355,0.5185133814811707,0.427420973777771,-0.05578707903623581,0.5038565397262573,0.3602043390274048,-0.07535630464553833,0.49461886286735535,0.3013312816619873,-0.09048033505678177,0.6015848517417908,0.5219089388847351,-0.03560889884829521,0.5949804782867432,0.39640867710113525,-0.05606720969080925,0.592593252658844,0.32027551531791687,-0.07527673989534378,0.592623233795166,0.25396236777305603,-0.09008115530014038,0.6524988412857056,0.5370921492576599,-0.04458121210336685,0.6638619303703308,0.4226498603820801,-0.07055678218603134,0.6720473766326904,0.3510444760322571,-0.08945677429437637,0.6774935126304626,0.2867947816848755,-0.10276178270578384,0.6997089385986328,0.5731637477874756,-0.0562620647251606,0.7295742034912109,0.4965183138847351,-0.08121143281459808,0.74989914894104,0.44468095898628235,-0.09276461601257324,0.7655601501464844,0.39452189207077026,-0.10044928640127182
SOS,0.6153240203857422,0.7812732458114624,-3.696741259773262e-07,0.5419065356254578,0.7425539493560791,-0.03528347238898277,0.48366281390190125,0.6518235206604004,-0.05950799956917763,0.4465453624725342,0.5760053396224976,-0.08500101417303085,0.40688470005989075,0.522923469543457,-0.10522899031639099,0.5388043522834778,0.5022560358047485,-0.029863867908716202,0.5416620373725891,0.39827296137809753,-0.0811898335814476,0.5484269261360168,0.4130682647228241,-0.10726942867040634,0.5589868426322937,0.46247828006744385,-0.11505839228630066,0.5923646092414856,0.5083643794059753,-0.03095192275941372,0.5902528166770935,0.44198712706565857,-0.09999341517686844,0.5781429409980774,0.541368305683136,-0.11657076328992844,0.5718616247177124,0.6208419799804688,-0.10873984545469284,0.6435384154319763,0.5282784700393677,-0.039777666330337524,0.6557326316833496,0.4576416313648224,-0.10104811191558838,0.6351929903030396,0.5377659797668457,-0.09812615811824799,0.6174514293670654,0.6032243371009827,-0.07689829170703888,0.689239501953125,0.558742105960846,-0.05115824565291405,0.715672492980957,0.4873448312282562,-0.09126390516757965,0.725162148475647,0.4431227147579193,-0.09822922945022583,0.7320714592933655,0.39247316122055054,-0.09173453599214554
SOS,0.6148524284362793,0.7672937512397766,-8.120644565678958e-07,0.5355517268180847,0.7260279655456543,-0.027743564918637276,0.4773749113082886,0.6350293755531311,-0.04389314725995064,0.4399382472038269,0.5589656233787537,-0.06281469762325287,0.3988610804080963,0.5116948485374451,-0.07549446076154709,0.5390254259109497,0.5216831564903259,-0.01400690246373415,0.5420499444007874,0.4811193346977234,-0.05695202201604843,0.5490238666534424,0.5666986107826233,-0.07745914906263351,0.5545652508735657,0.6331160068511963,-0.08165398985147476,0.5909892916679382,0.5243639349937439,-0.01628703810274601,0.5907496809959412,0.4919413924217224,-0.06982187926769257,0.5899043083190918,0.5853788256645203,-0.08538473397493362,0.5897553563117981,0.6522579789161682,-0.08258810639381409,0.6395449638366699,0.5339706540107727,-0.025533923879265785,0.6423701643943787,0.49654054641723633,-0.07797589898109436,0.6334821581840515,0.5879009962081909,-0.07765145599842072,0.6253082156181335,0.6521859169006348,-0.06062139943242073,0.6834782361984253,0.5506769418716431,-0.03653617575764656,0.7072393894195557,0.4721824824810028,-0.063418447971344,0.7230516672134399,0.4256806969642639,-0.06559339165687561,0.7328464984893799,0.37233859300613403,-0.05934040993452072
SOS,0.6054931879043579,0.7502286434173584,-7.030498068161251e-07,0.5272085666656494,0.7120248675346375,-0.027092745527625084,0.4689631760120392,0.6231327056884766,-0.04268312081694603,0.4296688437461853,0.548891544342041,-0.05985663831233978,0.384499728679657,0.5079959630966187,-0.07082726806402206,0.5307286381721497,0.5040035247802734,-0.01781214214861393,0.5344535708427429,0.4715200662612915,-0.05545646324753761,0.5403991937637329,0.5533031225204468,-0.07182629406452179,0.5427682995796204,0.6174483299255371,-0.07483219355344772,0.5825559496879578,0.5051971077919006,-0.019777480512857437,0.5829316973686218,0.48377180099487305,-0.06860975176095963,0.5793035626411438,0.5809823870658875,-0.08284365385770798,0.5757911801338196,0.6481770277023315,-0.08062729239463806,0.6310461759567261,0.51723712682724,-0.027711397036910057,0.6336678266525269,0.4936716854572296,-0.07749585062265396,0.6211377382278442,0.5825674533843994,-0.07885493338108063,0.6087282299995422,0.6438917517662048,-0.06429584324359894,0.6742980480194092,0.5354615449905396,-0.037036314606666565,0.6988439559936523,0.45713621377944946,-0.06543214619159698,0.7149572372436523,0.409253865480423,-0.07001794129610062,0.7239949703216553,0.35666966438293457,-0.06570751219987869
SOS,0.604295551776886,0.7510243654251099,-7.475440497728414e-07,0.5271667242050171,0.7099907994270325,-0.027738159522414207,0.4696277379989624,0.6171261072158813,-0.04238830506801605,0.43091946840286255,0.5414804816246033,-0.0582200288772583,0.3863629698753357,0.5001744031906128,-0.06781771034002304,0.5302896499633789,0.5048057436943054,-0.015542038716375828,0.5376379489898682,0.4787600040435791,-0.05410078167915344,0.5447012782096863,0.5619163513183594,-0.07210420072078705,0.5481292605400085,0.626087486743927,-0.07606934756040573,0.5834642648696899,0.5020857453346252,-0.016703462228178978,0.5882169008255005,0.48471421003341675,-0.06431572139263153,0.5858616828918457,0.5798192024230957,-0.07874546200037003,0.5823420882225037,0.6466633081436157,-0.07720177620649338,0.6332097053527832,0.5127692818641663,-0.024107785895466805,0.6391270160675049,0.4909776449203491,-0.07216676324605942,0.6266307830810547,0.5771371126174927,-0.07275910675525665,0.6136636734008789,0.6378024220466614,-0.0583464652299881,0.6768887639045715,0.5319196581840515,-0.0332210473716259,0.7007548809051514,0.45683184266090393,-0.06005159020423889,0.7163625359535217,0.41097408533096313,-0.0637202039361,0.7257302403450012,0.361214280128479,-0.05921406298875809
SOS,0.60149747133255,0.7468396425247192,-7.244158268804313e-07,0.5239472985267639,0.7063709497451782,-0.02727258764207363,0.4666886031627655,0.6165468692779541,-0.04202576354146004,0.42915499210357666,0.5420692563056946,-0.0578962117433548,0.3853747546672821,0.49929413199424744,-0.06720798462629318,0.5295311212539673,0.4986991882324219,-0.015850471332669258,0.5347495079040527,0.47787216305732727,-0.05286174267530441,0.5421810150146484,0.5601133108139038,-0.06943503022193909,0.5468975901603699,0.6217321157455444,-0.0727272480726242,0.5818817615509033,0.4967406690120697,-0.01721646450459957,0.5839323401451111,0.4846217930316925,-0.06422065943479538,0.5821502804756165,0.5802975296974182,-0.07785692811012268,0.5811027884483337,0.6451478004455566,-0.07581383734941483,0.6308228969573975,0.5086455941200256,-0.024687817320227623,0.6341062784194946,0.4929880201816559,-0.07368164509534836,0.621717095375061,0.5786033868789673,-0.07540945708751678,0.6112892031669617,0.637309730052948,-0.06139366701245308,0.6738862991333008,0.5278750658035278,-0.03366609662771225,0.7002385854721069,0.4530440866947174,-0.06184765696525574,0.7169408798217773,0.4062952697277069,-0.06688474863767624,0.7283268570899963,0.35615792870521545,-0.06303855031728745
